ID,Long30m,Lat30m,Hwy_Roads,Major_Roads,Res_Roads,Local_Trucks,Local_Restricted_Trucks,Commerical Zone,Industrial Zone,Residential Zone,NDVI_50,NLCD_Water_50,NLCD_DevOpen_50,NLCD_DevLow_50,NLCD_DevMed_50,NLCD_DevHigh_50,NLCD_Barren_50,NLCD_Deciduous_50,NLCD_Evergreen_50,NLCD_MixForest_50,NLCD_Shrub_50,NLCD_Herbaceous_50,NLCD_Pasture_50,NLCD_Crops_50,NLCD_WoodyWet_50,NLCD_EmergWet_50,Impervious_50,Distance_to_NPL,Distance_to_Rail,Elevation_50,Distance_to_TRI,Total_Road_50,Hwy_Road_50,Maj_Road_50,Res_Road_50,Pop_50,MinDist2Port,MinDist2MainPort,Dist2MainAirport,Dist2Airport
8592,-122.32521,37.79974,0,1,0,0,0,0,1,0,0.13896,2.5974,0,0,85.71429,11.68831,0,0,0,0,0,0,0,0,0,0,61.9026,0.00257,0.00052,4.19348,0.00026,231.03417,199.95855,0,0,1.61014,2.10253,0.36729,0.07763,0.07763
8594,-122.32518,37.79954,0,1,0,0,0,0,1,0,0.14138,0,0,0,83.65385,16.34615,0,0,0,0,0,0,0,0,0,0,68.45192,0.00261,0.00052,4.32625,0.00026,166.90932,0,0,0,0.0526,2.18331,0.36486,0.07773,0.07773
8597,-122.32507,37.79972,0,1,0,0,0,0,1,0,0.11549,0,0,0,76.99681,23.00319,0,0,0,0,0,0,0,0,0,0,67.00319,0.00256,0.00052,4.24192,0.00026,102.27539,0,0,0,0.0526,2.14612,0.36786,0.0777,0.0777
8601,-122.32492,37.79994,0,1,0,0,0,0,1,0,0.08576,10.61093,0,0,55.94855,33.44051,0,0,0,0,0,0,0,0,0,0,62.53055,0.00251,0.00053,4.06182,0.00026,187.7735,0,0,0,0.0526,2.09742,0.37175,0.07767,0.07767
8604,-122.32482,37.8002,0,1,0,0,0,0,1,0,0.05851,15.90909,4.54545,0,41.55844,37.98701,0,0,0,0,0,0,0,0,0,0,56.60065,0.00245,0.00054,3.70371,0.00026,246.78136,0,0,0,0.0526,2.02066,0.37582,0.0776,0.0776
8607,-122.32472,37.80046,0,1,0,0,0,0,1,0,0.03793,10.67961,9.06149,0,45.63107,34.62783,0,0,0,0,0,0,0,0,0,0,59.34951,0.0024,0.00054,3.67905,0.00026,102.2746,0,0,0,0.0526,1.94804,0.38001,0.07753,0.07753
8611,-122.32461,37.80072,0,1,0,0,0,0,1,0,0.02819,0.65574,6.22951,0,59.01639,34.09836,0,0,0,0,0,0,0,0,0,0,69.42951,0.00235,0.00055,3.68384,0.00026,388.37736,194.0457,0,0,5.82841,1.87676,0.3843,0.07746,0.07746
8614,-122.32451,37.80098,0,1,0,0,0,0,1,0,0.04459,0,5.44872,0,60.89744,33.65385,0,0,0,0,0,0,0,0,0,0,72.03526,0.0023,0.00055,3.5383,0.00027,214.32659,0,0,0,0.0526,1.80727,0.38868,0.07739,0.07739
8616,-122.3244,37.80123,0,1,0,0,0,0,1,0,0.0622,0,10.25641,0,52.88462,36.85897,0,0,0,0,0,0,0,0,0,0,70.32372,0.00225,0.00056,3.53303,0.00027,450.33221,223.26556,0,30.29606,5.82841,1.73952,0.39314,0.07732,0.07732
8618,-122.32435,37.8066,0,1,0,0,0,0,1,0,0.14603,0,15.70513,0,84.29487,0,0,0,0,0,0,0,0,0,0,0,59.98718,0.00162,0.0006,4.86958,0.00029,102.02077,91.90269,0,0,7.69371,1.44895,0.48764,0.07489,0.07489
8621,-122.32433,37.80668,0,1,0,0,0,0,1,0,0.12838,0,9.00322,0,90.99678,0,0,0,0,0,0,0,0,0,0,0,64.97106,0.00161,0.0006,4.73008,0.00029,395.05124,199.90934,0,7.57402,5.82841,1.43983,0.48963,0.07487,0.07487
8623,-122.3243,37.80149,0,1,0,0,0,0,1,0,0.07568,1.62338,7.46753,0,58.11688,32.79221,0,0,0,0,0,0,0,0,0,0,69.72078,0.00221,0.00056,3.4635,0.00027,456.7373,239.73811,0,30.29606,10.87285,1.67462,0.39771,0.07725,0.07725
8624,-122.32425,37.80709,0,1,0,1,0,0,1,0,0.05573,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,71.58147,0.00157,0.00061,4.82811,0.00029,102.27249,0,0,0,0.0526,1.43108,0.49917,0.07472,0.07472
8625,-122.32424,37.80685,0,1,0,0,0,0,1,0,0.0921,0,0.64309,0,99.35691,0,0,0,0,0,0,0,0,0,0,0,70.91961,0.00159,0.00061,4.73558,0.00029,205.45318,0,0,0,0.0526,1.41336,0.49444,0.07483,0.07483
8626,-122.3242,37.80175,0,1,0,0,0,0,1,0,0.10037,4.48718,0.96154,0,60.25641,34.29487,0,0,0,0,0,0,0,0,0,0,69.52885,0.00216,0.00057,3.49721,0.00027,472.35829,246.39294,0,30.29606,10.87285,1.61269,0.40238,0.07718,0.07718
8629,-122.32412,37.80648,0,1,0,0,0,0,1,0,0.16168,0,28.47896,0,71.52104,0,0,0,0,0,0,0,0,0,0,0,49.94822,0.00162,0.00061,5.22221,0.00029,108.15076,0,0,0,0.0526,1.41445,0.48829,0.07504,0.07504
8631,-122.3241,37.80201,0,1,0,0,0,0,1,0,0.11435,5.14469,4.82315,0,55.62701,34.40514,0,0,0,0,0,0,0,0,0,0,67.18006,0.00212,0.00057,3.79116,0.00027,459.21184,250.71502,0,22.72205,5.82841,1.55377,0.40716,0.07711,0.07711
8633,-122.324,37.8066,0,1,0,0,0,0,1,0,0.12649,0,11.93548,0,88.06452,0,0,0,0,0,0,0,0,0,0,0,62.04839,0.00161,0.00061,5.25239,0.00029,95.64627,77.39805,0,0,7.69371,1.38837,0.49235,0.07504,0.07504
8635,-122.324,37.80227,0,1,0,0,0,0,1,0,0.12171,0,15.53398,0,52.42718,32.03883,0,0,0,0,0,0,0,0,0,0,64.94175,0.00208,0.00058,4.01213,0.00027,161.08948,201.50435,0,0,1.61014,1.49784,0.41205,0.07704,0.07704
8638,-122.32392,37.80702,0,1,0,1,0,0,1,0,0.05269,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,71.75159,0.00157,0.00062,5.04245,0.00029,448.98395,257.8018,0,0,5.82841,1.37344,0.50249,0.07489,0.07489
8640,-122.32389,37.80252,0,1,0,0,0,0,1,0,0.13561,0,24.60064,0,57.50799,17.89137,0,0,0,0,0,0,0,0,0,0,58.30671,0.00204,0.00059,4.19425,0.00027,424.11083,240.65928,0,0,5.82841,1.44505,0.41706,0.07696,0.07696
8642,-122.32379,37.80642,0,1,0,0,0,0,1,0,0.15843,0,25.72347,0,74.27653,0,0,0,0,0,0,0,0,0,0,0,52.58199,0.00162,0.00062,5.45979,0.00029,423.40504,236.30583,0,0,5.82841,1.3628,0.49115,0.07522,0.07522
8643,-122.32378,37.80278,0,1,0,0,0,0,1,0,0.1577,0,43.76997,0,46.32588,9.90415,0,0,0,0,0,0,0,0,0,0,46.54633,0.002,0.00059,4.21262,0.00028,337.34354,0,0,0,0.0526,1.39553,0.42221,0.0769,0.0769
8646,-122.32368,37.80653,0,1,0,0,0,0,1,0,0.12476,0,12.90323,0,87.09677,0,0,0,0,0,0,0,0,0,0,0,62.23548,0.00161,0.00062,5.46336,0.00029,138.22191,0,0,0,0.0526,1.33954,0.49509,0.07522,0.07522
8647,-122.32367,37.80303,0,1,0,0,0,0,1,0,0.17363,0,36.33441,0,54.34084,9.32476,0,0,0,0,0,0,0,0,0,0,47.73633,0.00197,0.0006,4.23603,0.00028,203.70305,0,0,0,0.0526,1.34856,0.42749,0.07683,0.07683
8650,-122.32359,37.80696,0,1,0,1,0,0,1,0,0.05509,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,73.33013,0.00157,0.00063,5.21182,0.00029,296.5483,0,0,0,0.0526,1.32021,0.50578,0.07506,0.07506
8651,-122.32356,37.80329,0,1,0,0,0,0,1,0,0.18214,0,41.02564,0,49.03846,9.9359,0,0,0,0,0,0,0,0,0,0,43.02564,0.00193,0.0006,4.18576,0.00028,172.47951,0,0,0,0.0526,1.30797,0.4329,0.07676,0.07676
8655,-122.32349,37.80649,0,1,0,0,0,0,1,0,0.12781,0,13.54839,0,86.45161,0,0,0,0,0,0,0,0,0,0,0,63.91935,0.00161,0.00063,5.6264,0.00029,331.65335,0,0,0,0.0526,1.31277,0.49664,0.07532,0.07532
8656,-122.32346,37.80635,0,1,0,0,0,0,1,0,0.15698,0,22.8013,0,77.1987,0,0,0,0,0,0,0,0,0,0,0,59.73616,0.00162,0.00063,5.68635,0.00029,97.63019,81.81999,0,0,7.69371,1.31438,0.49395,0.07539,0.07539
8657,-122.32345,37.80355,0,1,0,0,0,0,1,0,0.18538,0,40.45307,0,55.33981,4.20712,0,0,0,0,0,0,0,0,0,0,41.03236,0.0019,0.00061,4.33062,0.00028,155.31439,189.05016,0,0,1.61014,1.30365,0.43844,0.07669,0.07669
8660,-122.32337,37.80612,0,1,0,0,0,0,1,0,0.17723,0,29.87013,0,70.12987,0,0,0,0,0,0,0,0,0,0,0,52.79545,0.00164,0.00063,5.73859,0.00029,99.25706,0,0,0,0.0526,1.30751,0.4903,0.07554,0.07554
8661,-122.32335,37.8038,0,1,0,0,0,0,1,0,0.19504,0,53.35463,0,45.04792,1.59744,0,0,0,0,0,0,0,0,0,0,35.41853,0.00187,0.00062,4.58304,0.00028,278.47212,0,0,0,0.0526,1.29742,0.44412,0.07662,0.07662
8665,-122.32326,37.80587,0,1,0,0,0,0,1,0,0.19665,0,19.55128,0,78.52564,1.92308,0,0,0,0,0,0,0,0,0,0,55,0.00166,0.00063,5.75644,0.00029,329.53387,0,0,0,0.0526,1.29796,0.48613,0.0757,0.0757
8666,-122.32326,37.8069,0,1,0,1,0,0,1,0,0.05908,0,0,0,95.48387,4.51613,0,0,0,0,0,0,0,0,0,0,74.65484,0.00157,0.00064,5.383,0.0003,432.16185,263.64594,0,0,5.82841,1.27086,0.50902,0.07523,0.07523
8667,-122.32324,37.80406,0,1,0,0,0,0,1,0,0.1901,0,54.80769,0,45.19231,0,0,0,0,0,0,0,0,0,0,0,37.45833,0.00184,0.00062,4.88491,0.00029,176.42378,177.19147,0,0,1.61014,1.29,0.44993,0.07655,0.07655
8669,-122.3232,37.80461,0,1,0,0,0,0,1,0,0.19337,0,30.47619,0,69.52381,0,0,0,0,0,0,0,0,0,0,0,48.95556,0.00178,0.00063,5.39589,0.00029,100.09958,89.72582,0,0,7.69371,1.2955,0.46082,0.07631,0.07631
8671,-122.32315,37.80561,0,1,0,0,0,0,1,0,0.18979,0,7.69231,0,79.80769,12.5,0,0,0,0,0,0,0,0,0,0,63.57372,0.00168,0.00064,5.84561,0.00029,154.91013,0,80.66022,0,0.0526,1.28667,0.48196,0.07587,0.07587
8672,-122.32315,37.80603,0,1,0,0,0,0,1,0,0.16977,0,17.62821,0,82.05128,0.32051,0,0,0,0,0,0,0,0,0,0,59.85897,0.00164,0.00064,5.9011,0.00029,396.7796,261.32295,0,0,5.82841,1.27766,0.49106,0.07568,0.07568
8673,-122.32314,37.80432,0,1,0,0,0,0,1,0,0.1795,0,45.57377,0,54.42623,0,0,0,0,0,0,0,0,0,0,0,41.24918,0.00181,0.00063,5.13492,0.00029,318.37229,0,75.69912,0,0.0526,1.28177,0.45585,0.07647,0.07647
8674,-122.32312,37.80486,0,1,0,0,0,0,1,0,0.17464,0,9.26518,0,90.41534,0.31949,0,0,0,0,0,0,0,0,0,0,64.26518,0.00175,0.00063,5.70056,0.00029,350.54455,229.55295,0,7.10299,5.82841,1.28591,0.46669,0.07623,0.07623
8675,-122.3231,37.8055,0,1,0,0,0,0,1,0,0.18491,0,2.27273,0,79.87013,17.85714,0,0,0,0,0,0,0,0,0,0,66.87013,0.00169,0.00064,5.93354,0.00029,150.00784,151.83278,0,0,1.61014,1.2813,0.48016,0.07594,0.07594
8676,-122.3231,37.80604,0,1,0,0,0,0,1,0,0.16565,0,15.80645,0,83.54839,0.64516,0,0,0,0,0,0,0,0,0,0,61.90968,0.00164,0.00064,5.91374,0.00029,408.13609,311.5175,0,12.86631,5.82841,1.27149,0.49178,0.07569,0.07569
8677,-122.32308,37.80534,0,1,0,0,0,0,1,0,0.18527,0,0,0,81.46965,18.53035,0,0,0,0,0,0,0,0,0,0,71.15655,0.0017,0.00064,5.89203,0.00029,130.06898,0,101.76958,0,0.0526,1.27965,0.47694,0.07603,0.07603
8679,-122.32305,37.80458,0,1,0,0,0,0,1,0,0.15845,0,23.12704,0,76.87296,0,0,0,0,0,0,0,0,0,0,0,54.54723,0.00178,0.00063,5.42784,0.00029,102.73081,98.30411,0,0,7.69371,1.2732,0.46187,0.07639,0.07639
8680,-122.32304,37.80536,0,1,0,0,0,0,1,0,0.1784,0,0,0,78.24675,21.75325,0,0,0,0,0,0,0,0,0,0,72.13636,0.0017,0.00064,5.88971,0.00029,133.00388,0,94.76081,0,0.0526,1.27381,0.4778,0.07604,0.07604
8683,-122.323,37.80513,0,1,0,0,0,0,1,0,0.15992,0,0,0,86.34921,13.65079,0,0,0,0,0,0,0,0,0,0,73.75238,0.00172,0.00064,5.91053,0.00029,141.74353,0,96.93006,0,0.0526,1.26916,0.47355,0.07616,0.07616
8685,-122.323,37.80578,0,1,0,0,0,0,1,0,0.15852,0,11.57556,0,73.95498,14.46945,0,0,0,0,0,0,0,0,0,0,65.2283,0.00166,0.00064,5.83417,0.00029,208.11766,0,107.15414,0,0.0526,1.26173,0.48751,0.07586,0.07586
8687,-122.32295,37.80484,0,1,0,0,0,0,1,0,0.13648,0,4.53074,0,93.52751,1.94175,0,0,0,0,0,0,0,0,0,0,67.48867,0.00175,0.00064,5.75385,0.00029,196.63297,0,103.21297,0,0.0526,1.26058,0.46814,0.07632,0.07632
8688,-122.32293,37.80684,0,1,0,1,0,0,1,0,0.06182,0,0,0,80.7074,19.2926,0,0,0,0,0,0,0,0,0,0,74.59486,0.00157,0.00065,5.51428,0.0003,165.86576,0,103.57385,0,0.0526,1.22501,0.5122,0.0754,0.0754
8689,-122.32292,37.8051,0,1,0,0,0,0,1,0,0.1372,0,0,0,85.209,14.791,0,0,0,0,0,0,0,0,0,0,74.13183,0.00172,0.00064,5.91023,0.00029,392.60546,291.86718,0,7.10299,5.82841,1.25708,0.47383,0.07621,0.07621
8690,-122.32291,37.80493,0,1,0,0,0,0,1,0,0.12496,0,0.96154,0,93.26923,5.76923,0,0,0,0,0,0,0,0,0,0,70.88141,0.00174,0.00064,5.8545,0.00029,159.37408,155.47777,0,0,1.61014,1.2555,0.47052,0.07629,0.07629
8692,-122.32285,37.8053,0,1,0,0,0,0,1,0,0.13407,0,0,0,68.15287,31.84713,0,0,0,0,0,0,0,0,0,0,76.62102,0.0017,0.00065,5.88362,0.00029,379.83093,218.94514,0,18.62963,5.82841,1.24752,0.47875,0.07615,0.07615
8693,-122.32285,37.80548,0,1,0,0,0,0,1,0,0.13618,0,0,0,63.78205,36.21795,0,0,0,0,0,0,0,0,0,0,75.19551,0.00168,0.00065,5.79687,0.00029,124.37252,0,109.02854,0,0.0526,1.2453,0.48261,0.07607,0.07607
8694,-122.32283,37.80525,0,1,0,0,0,0,1,0,0.12684,0,0,0,69.64856,30.35144,0,0,0,0,0,0,0,0,0,0,76.67732,0.00171,0.00065,5.89171,0.00029,162.70983,168.8575,0,0,1.61014,1.24533,0.47784,0.07618,0.07618
8700,-122.32259,37.80678,0,1,0,1,0,0,1,0,0.06296,0,0,0,57.00326,42.99674,0,0,0,0,0,0,0,0,0,0,74.51466,0.00157,0.00066,5.54599,0.0003,155.92826,158.10785,0,0,1.61014,1.18266,0.51531,0.07557,0.07557
8702,-122.32253,37.80539,0,1,0,0,0,0,1,0,0.08826,0,0,0,43.3657,56.6343,0,0,0,0,0,0,0,0,0,0,79.02265,0.00169,0.00066,5.56699,0.0003,450.68148,266.48103,0,0,5.82841,1.2044,0.48427,0.07625,0.07625
8708,-122.32231,37.80615,0,1,0,1,0,0,1,0,0.08959,0,0,0,38.31169,61.68831,0,0,0,0,0,0,0,0,0,0,78.51623,0.00161,0.00067,5.46157,0.0003,142.09099,160.92433,0,0,1.61014,1.16635,0.50411,0.07599,0.07599
8709,-122.3223,37.80642,0,1,0,1,0,0,1,0,0.08019,0,0,0,24.10423,75.89577,0,0,0,0,0,0,0,0,0,0,79.49511,0.00159,0.00067,5.53606,0.0003,444.28922,262.06341,0,0,11.14986,1.15892,0.51061,0.07587,0.07587
8710,-122.3223,37.80588,0,1,0,1,0,0,1,0,0.08511,0,0,0,30.67093,69.32907,0,0,0,0,0,0,0,0,0,0,80.85304,0.00164,0.00067,5.26088,0.0003,435.71543,256.51294,0,0,11.14986,1.17002,0.49799,0.07612,0.07612
8711,-122.32227,37.80669,0,1,0,1,0,0,1,0,0.05782,0,0,0,26.2987,73.7013,0,0,0,0,0,0,0,0,0,0,77.16883,0.00157,0.00068,5.50444,0.0003,433.39281,245.69252,0,0,5.82841,1.14751,0.51753,0.07576,0.07576
8712,-122.32226,37.80672,0,1,0,1,0,0,1,0,0.05321,0,0,0,27.79553,72.20447,0,0,0,0,0,0,0,0,0,0,76.52396,0.00157,0.00068,5.49111,0.0003,101.65562,0,138.41122,0,0.0526,1.14597,0.51836,0.07575,0.07575
8713,-122.32225,37.80561,0,1,0,1,0,0,1,0,0.07155,0,0,0,16.93291,83.06709,0,0,0,0,0,0,0,0,0,0,82.54952,0.00166,0.00067,5.2125,0.0003,140.08463,155.87099,0,0,1.61014,1.1678,0.49247,0.07627,0.07627
8714,-122.32221,37.80548,0,1,0,1,0,0,1,0,0.06468,0,0,0,17.46032,82.53968,0,0,0,0,0,0,0,0,0,0,82.35873,0.00167,0.00067,5.23961,0.0003,101.78336,91.39553,0,0,7.69371,1.16404,0.48987,0.07635,0.07635
8715,-122.3222,37.80691,0,1,0,1,0,0,1,0,0.04223,0,0,0,37.74194,62.25806,0,0,0,0,0,0,0,0,0,0,73.83548,0.00155,0.00068,5.49154,0.0003,453.10335,269.82357,0,0,5.82841,1.14571,0.52387,0.07569,0.07569
8718,-122.32215,37.80536,0,1,0,1,0,0,1,0,0.05646,0,0,0,20.51282,79.48718,0,0,0,0,0,0,0,0,0,0,82.33654,0.00168,0.00067,5.2515,0.0003,428.13087,253.47598,0,0,5.82841,1.15741,0.4879,0.07644,0.07644
8720,-122.32207,37.80716,0,1,0,1,0,0,1,0,0.03992,0,0,0,54.19355,45.80645,0,0,0,0,0,0,0,0,0,0,71.25484,0.00153,0.00069,5.4487,0.00031,98.35753,0,126.86617,0,0.0526,1.14489,0.532,0.07563,0.07563
8721,-122.32201,37.80511,0,1,0,1,0,0,1,0,0.0414,0,0,0,39.74359,60.25641,0,0,0,0,0,0,0,0,0,0,80.39744,0.0017,0.00068,5.30255,0.0003,149.47352,115.47185,0,0,1.61014,1.14184,0.48396,0.07662,0.07662
8724,-122.3219,37.80739,0,1,0,1,0,0,1,0,0.03834,0,0,0,59.2233,40.7767,0,0,0,0,0,0,0,0,0,0,72.06149,0.00151,0.00069,5.37835,0.00031,99.88835,95.97568,0,0,7.69371,1.1379,0.54055,0.07559,0.07559
8726,-122.32183,37.80488,0,1,0,1,0,0,1,0,0.03239,0,0,0,53.52564,46.47436,0,0,0,0,0,0,0,0,0,0,78.27564,0.00171,0.00068,5.36203,0.0003,96.78928,0,102.41069,0,0.0526,1.1218,0.4807,0.0768,0.0768
8729,-122.3217,37.80761,0,1,0,1,0,0,1,0,0.03955,0,0,0,64.95177,35.04823,0,0,0,0,0,0,0,0,0,0,75.18006,0.00149,0.0007,5.31979,0.00031,450.83571,204.32564,0,52.32619,5.82841,1.12472,0.54945,0.07557,0.07557
8733,-122.32163,37.80466,0,1,0,1,0,0,1,0,0.0295,0,0,0,51.93548,48.06452,0,0,0,0,0,0,0,0,0,0,79.09032,0.00173,0.00069,5.40533,0.0003,162.51767,107.34442,0,0,1.61014,1.11276,0.47801,0.077,0.077
8736,-122.32146,37.8078,0,1,0,1,0,0,1,0,0.03874,0,0,0,68.37061,31.62939,0,0,0,0,0,0,0,0,0,0,73.57188,0.00147,0.00071,5.25493,0.00031,100.42384,0,103.80682,0,0.0526,1.10575,0.5585,0.07559,0.07559
8738,-122.32139,37.80447,0,1,0,1,0,0,1,0,0.02871,0,0,0,46.30225,53.69775,0,0,0,0,0,0,0,0,0,0,80.69132,0.00174,0.00069,5.39558,0.0003,100.75515,0,101.88633,0,0.0526,1.13968,0.47615,0.0772,0.0772
8743,-122.32118,37.80795,0,1,0,1,0,0,1,0,0.03685,0,0,0,69.15584,30.84416,0,0,0,0,0,0,0,0,0,0,75.1039,0.00146,0.00073,5.23811,0.00032,383.13661,261.68699,0,0,1.61014,1.08185,0.5674,0.07564,0.07564
8745,-122.32113,37.8043,0,1,0,1,0,0,1,0,0.02734,0,0,0,39.29712,60.70288,0,0,0,0,0,0,0,0,0,0,79.29073,0.00174,0.0007,5.38915,0.0003,95.77242,106.64996,0,0,7.69371,1.164,0.4749,0.0774,0.0774
8750,-122.32087,37.80807,0,1,0,1,0,0,1,0,0.0347,0,0,0,65.35948,34.64052,0,0,0,0,0,0,0,0,0,0,74.50654,0.00144,0.00074,5.29872,0.00032,391.36259,306.39145,0,0,1.61014,1.05504,0.57594,0.07571,0.07571
8753,-122.32084,37.80416,0,1,0,1,0,0,1,0,0.02735,0,0,0,26.28205,73.71795,0,0,0,0,0,0,0,0,0,0,79.38462,0.00175,0.00071,5.41061,0.0003,343.19177,168.88291,0,0,5.82841,1.18319,0.47452,0.0776,0.0776
8760,-122.32055,37.80816,0,1,0,1,0,0,1,0,0.032,0,0,0,65.58442,34.41558,0,0,0,0,0,0,0,0,0,0,76.43831,0.00143,0.00076,5.33382,0.00032,316.84498,170.18158,0,0,5.82841,1.02721,0.5841,0.07581,0.07581
8762,-122.32053,37.80403,0,1,0,1,0,0,1,0,0.02725,0,0,0,23.6246,76.3754,0,0,0,0,0,0,0,0,0,0,80.8123,0.00175,0.00073,5.49007,0.0003,304.42567,260.51417,0,0,1.61014,1.19851,0.47461,0.0778,0.0778
8770,-122.32023,37.80825,0,1,0,1,0,0,1,0,0.03058,0,0,0,60.82803,39.17197,0,0,0,0,0,0,0,0,0,0,77.13057,0.00142,0.00077,5.30796,0.00033,273.61458,229.84243,0,0,1.61014,1.00039,0.59237,0.0759,0.0759
8774,-122.32022,37.80393,0,1,0,1,0,0,1,0,0.02807,0,0,0,19.74522,80.25478,0,0,0,0,0,0,0,0,0,0,81.6465,0.00175,0.00074,5.52356,0.0003,357.68317,237.83817,0,0,1.61014,1.21001,0.47506,0.078,0.078
8780,-122.31991,37.80834,0,1,0,1,0,0,1,0,0.03151,0,0,0,63.75405,36.24595,0,0,0,0,0,0,0,0,0,0,77.29773,0.0014,0.00079,5.20758,0.00033,288.31516,211.08266,0,0,1.61014,0.97471,0.60079,0.07603,0.07603
8781,-122.3199,37.80383,0,1,0,1,0,0,1,0,0.02679,0,0,0,21.01911,78.98089,0,0,0,0,0,0,0,0,0,0,81.27707,0.00174,0.00075,5.54108,0.00031,379.94496,235.3592,0,22.47249,5.82841,1.21994,0.47545,0.0782,0.0782
8791,-122.31959,37.80373,0,1,0,1,0,0,1,0,0.02668,0,0,0,23.07692,76.92308,0,0,0,0,0,0,0,0,0,0,82.35256,0.00174,0.00077,5.48405,0.00031,99.03272,93.18513,0,0,7.69371,1.22844,0.47575,0.0784,0.0784
8792,-122.31958,37.80843,0,1,0,1,0,0,1,0,0.03387,0,0,0,64.01274,35.98726,0,0,0,0,0,0,0,0,0,0,77.33121,0.00139,0.00081,5.08253,0.00033,316.20649,213.94648,0,0,1.61014,0.95013,0.60936,0.07616,0.07616
8801,-122.31927,37.80362,0,1,0,1,0,0,1,0,0.03125,0,0,0,31.08974,68.91026,0,0,0,0,0,0,0,0,0,0,81.79167,0.00174,0.00078,5.407,0.00031,329.15813,223.79285,0,0,1.61014,1.23542,0.47595,0.0786,0.0786
8802,-122.31926,37.80852,0,1,0,1,0,0,1,0,0.03444,0,0,0,66.55949,33.44051,0,0,0,0,0,0,0,0,0,0,75.6463,0.0014,0.00083,4.95594,0.00034,97.36349,88.38807,0,0,7.69371,0.92661,0.61811,0.0763,0.0763
8811,-122.31896,37.80352,0,1,0,1,0,0,1,0,0.04425,0,0,0,38.3871,61.6129,0,0,0,0,0,0,0,0,0,0,78.94839,0.00173,0.00079,5.41875,0.00031,442.11466,241.56298,0,0,5.82841,1.2408,0.47606,0.0788,0.0788
8812,-122.31894,37.8086,0,1,0,1,0,0,1,0,0.03484,0,0,0,68.06452,31.93548,0,0,0,0,0,0,0,0,0,0,73.83226,0.00141,0.00085,4.83808,0.00034,105.27079,0,86.93633,0,0.0526,0.90408,0.62702,0.07644,0.07644
8820,-122.31864,37.80342,0,1,0,1,0,0,1,0,0.05419,0,0,0,30.16393,69.83607,0,0,0,0,0,0,0,0,0,0,77.34426,0.00173,0.00081,5.40322,0.00031,289.2691,192.15499,0,0,1.61014,1.24453,0.47606,0.079,0.079
8822,-122.31862,37.80869,0,1,0,1,0,0,1,0,0.03544,0,0,0,54.95208,45.04792,0,0,0,0,0,0,0,0,0,0,75.02556,0.00143,0.00087,4.70619,0.00034,103.21777,0,116.12096,0,1.61014,0.8825,0.63609,0.07657,0.07657
8830,-122.31833,37.80331,0,1,0,1,0,0,1,0,0.04765,0,0,0,17.74194,82.25806,0,0,0,0,0,0,0,0,0,0,79.21935,0.00172,0.00082,5.36555,0.00032,515.92916,288.75715,0,0,1.61014,1.24654,0.47597,0.0792,0.0792
8832,-122.3183,37.80878,0,1,0,1,0,0,1,0,0.03936,0,0,0,31.18971,68.81029,0,0,0,0,0,0,0,0,0,0,80.75884,0.00144,0.00089,4.58348,0.00035,448.90666,214.1554,0,50.76138,5.82841,0.86182,0.64533,0.07671,0.07671
8840,-122.31801,37.80321,0,1,0,1,0,0,1,0,0.03309,0,0,0,5.78778,94.21222,0,0,0,0,0,0,0,0,0,0,82.7717,0.00172,0.00084,5.34262,0.00032,400.08117,192.06739,0,34.65385,5.82841,1.24681,0.47578,0.0794,0.0794
8842,-122.31797,37.80887,0,1,0,1,0,0,1,0,0.04186,0,0,0,7.69231,92.30769,0,0,0,0,0,0,0,0,0,0,84.13782,0.00146,0.00091,4.43333,0.00035,501.24547,291.31779,0,0,1.61014,0.86392,0.65461,0.07685,0.07685
8851,-122.3177,37.80311,0,1,0,1,0,0,1,0,0.02649,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,85.8135,0.00171,0.00086,5.28922,0.00032,351.06532,153.51063,0,0,5.82841,1.24534,0.4755,0.0796,0.0796
8855,-122.31764,37.80892,0,1,0,1,0,0,1,0,0.04185,0,0,0,1.59236,98.40764,0,0,0,0,0,0,0,0,0,0,84.46497,0.00148,0.00094,4.3341,0.00035,105.27132,0,101.32303,0,0.0526,0.8699,0.66309,0.077,0.077
8864,-122.31738,37.80301,0,1,0,1,0,0,1,0,0.02596,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,86.63107,0.00171,0.00087,5.26297,0.00032,359.3479,158.91506,0,4.98244,11.14986,1.24214,0.47511,0.07981,0.07981
8867,-122.3173,37.80896,0,1,0,1,0,0,1,0,0.04171,0,0,0,3.23625,96.76375,0,0,0,0,0,0,0,0,0,0,82.39806,0.0015,0.00097,4.24827,0.00036,100.58975,0,105.84503,0,1.61014,0.87308,0.67053,0.07717,0.07717
8874,-122.31706,37.8029,0,1,0,1,0,0,1,0,0.02861,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,86.24675,0.0017,0.00089,5.24681,0.00032,97.17376,0,87.75669,0,0.0526,1.23726,0.47464,0.08001,0.08001
